id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
111,docm,"Resolución de 20/01/2025, del Instituto de Promoción Exterior de Castilla-La Mancha, por la que se aprueba la convocatoria de concesión de subvenciones para la participación en la Feria IWA Outdoor Classics Nüremberg 2025, al amparo de la Orden 152/2022, de 29 de julio, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exterior de Castilla-La Mancha. Extracto BDNS (Identif.): 810404.",SUB_BASE,True,SUB_CONV,sector_industria,Convocatoria de concesion: el acto convoca. Bases en orden previa. Feria IWA,True,resolución,"[""SUB_CONV""]","[""sector_industria""]",0.98,"El acto ""se aprueba la convocatoria de concesión de subvenciones"" indica claramente que se está gestionando una convocatoria. Además, el texto incluye ""Extracto BDNS"", lo cual dispara automáticamente SUB_CONV según la regla crítica 1.",275.807,
112,dog,"RESOLUCIÓN de 9 de enero de 2025, de la Secretaría General de la Emigración, por la que se publican las subvenciones concedidas al amparo de la Resolución de 29 de diciembre de 2023 por la que se aprueban las bases reguladoras para la concesión, en régimen de concurrencia no competitiva, de subvenciones para promover el autoempleo y la actividad emprendedora en la Comunidad Autónoma gallega de las personas emigrantes gallegas retornadas, y se procede a su convocatoria para el año 2024 (código de procedimiento PR937A).",SUB_BASE,True,SUB_CON,sector_empleo,Publica subvenciones concedidas: fase concesion. Autoempleo retornados,True,resolución,"[""SUB_CON"", ""SUB_CONV""]","[""sector_empleo""]",0.95,"La descripción indica que ""se publican las subvenciones concedidas"" (SUB_CON) y además se realiza una ""convocatoria para el año 2024"" (SUB_CONV).",263.464,
113,boib,"Bases reguladoras y convocatoria para la concesión, en el municipio de Calvià y para el año 2025, de subvenciones para la mejora estética y actuaciones dirigidas a la innovación y a la digitalización de establecimientos físicos en el término municipal de Calvià",SUB_BASE,True,"SUB_BASE, SUB_CONV",sector_industria,Acto completo: bases y convocatoria. Digitalizacion establecimientos,True,convocatoria,"[""SUB_CONV""]","[""sector_industria""]",0.98,"La descripción menciona explícitamente ""Bases reguladoras y convocatoria para la concesión... de subvenciones"", lo que dispara SUB_CONV. Aunque se mencionan las bases, el acto principal es la convocatoria.",264.226,
114,dogc,"Anuncio sobre aprobación de las bases reguladoras de subvenciones destinadas a financiar inversiones, proyectos y/o actividades de las entidades inscritas en el Registro Municipal de Asociaciones de Montbrió del Camp",SUB_BASE,True,SUB_BASE,,Aprueba bases subvenciones asociaciones municipales sin sector claro,True,anuncio,"[""SUB_BASE""]","[""sector_social""]",0.95,"El acto se centra en la ""aprobación de las bases reguladoras de subvenciones"". Esto dispara la etiqueta SUB_BASE. No hay mención de convocatoria ni concesión, por lo que solo es relevante esta fase.",212.147,
115,boca,"EXTRACTO de la Orden de 21 de febrero de 2025, por la que se modifican las Órdenes de 2 de diciembre de 2022 y de 7 de junio de 2024, relativas a las bases reguladoras y la convocatoria de subvenciones para financiar proyectos de eficiencia energética y economía circular de establecimientos que realicen la actividad de alojamiento turístico ubicados en el ámbito territorial de la Comunidad Autónoma de Canarias, correspondiente al Componente 14, Inversión 4, Submedida 2, dentro del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea «Next Generation EU».",SUB_BASE,True,SUB_CONV,"sector_renovable, sector_industria",Extracto de modificacion de bases y convocatoria: criterio extracto=CONV. Eficiencia energetica turismo,True,extracto,"[""SUB_CONV""]","[""sector_renovable""]",0.98,"El texto es un ""EXTRACTO"" y menciona la ""convocatoria de subvenciones"", lo que dispara SUB_CONV por regla crítica 1. Además, se trata de financiación para proyectos de ""eficiencia energética"", clasificándolo en sector_renovable.",262.787,
117,boib,Tercera convocatoria concurso Lab Oliver y aprobación de las bases reguladoras,SUB_BASE,True,"SUB_BASE, SUB_CONV",,Convocatoria y aprobacion bases concurso Lab Oliver. Verificar si premio con dotacion,True,convocatoria,"[""SUB_CONV"", ""SUB_BASE""]","[""sector_investigacion""]",0.95,"El texto menciona explícitamente ""Tercera convocatoria concurso Lab Oliver"" (disparador de SUB_CONV) y la ""aprobación de las bases reguladoras"" (disparador de SUB_BASE).",252.592,
118,dogv,"RESOLUCIÓN parcial primera de concesión, de 18 de diciembre de 2024, de la Dirección General de Vivienda, de la convocatoria para la concesión de subvenciones reguladas mediante la Resolución de 28 de octubre de 2024, de la Vicepresidencia y Conselleria de Servicios Sociales, Igualdad y Vivienda, por la que se aprueban las bases reguladoras de las subvenciones para la realización del informe de evaluación de edificios de viviendas (IEEV.CV) y se convocan las subvenciones para el ejercicio 2024.",SUB_BASE,True,SUB_CON,sector_vivienda,Resolucion parcial de concesion IEEV,True,resolución,"[""SUB_CON"", ""SUB_CONV""]","[""sector_vivienda""]",0.95,"El acto contiene una ""RESOLUCIÓN parcial primera de concesión"" (disparador SUB_CON) y menciona que se ""convocan las subvenciones"" (disparador SUB_CONV). Además, el objeto es la realización del informe de evaluación de edificios de viviendas (IEEV.CV), lo cual pertenece al sector vivienda.",330.381,
119,dog,EXTRACTO de la Orden de 4 de diciembre de 2024 por la que se establecen las bases reguladoras de las ayudas para paliar los daños ocasionados por el oso pardo y se convocan para el año 2025 (código de procedimiento MT815A).,SUB_BASE,True,SUB_CONV,sector_agricultura,Extracto BDNS aunque apruebe bases. Danos oso pardo,True,extracto,"[""SUB_CONV""]","[""sector_agricultura""]",0.98,"Se trata de un ""EXTRACTO"" que además menciona la convocatoria (""se convocan para el año 2025""), lo cual dispara SUB_CONV según la REGLA EXTRACTO y la naturaleza del acto.",245.244,
121,bon,RESOLUCIÓN 1065/2024 de 31 de diciembre del director general de Agricultura y Ganadería que aprueba las bases reguladoras y la convocatoria de subvenciones a la suscripción de los seguros agrarios incluidos en el Plan de Seguros Agrarios Combinados de 2025 (46.º Plan). Identificación BDNS: 809575.,SUB_BASE,True,"SUB_BASE, SUB_CONV",sector_agricultura,Acto completo: aprueba bases y convocatoria. Seguros agrarios,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_agricultura""]",1.0,"El acto ""aprueba las bases reguladoras y la convocatoria de subvenciones"" dispara SUB_BASE por la aprobación de bases y SUB_CONV por la convocatoria explícita.",205.735,
122,bopa,"Resolución de 13 de febrero de 2025, de la Consejería de Medio Rural y Política Agraria, de modificación de las bases reguladoras del procedimiento de concesión de las subvenciones de la Intervención Sectorial Apícola en el marco del Plan Estratégico Nacional de la Política Agrícola Común (PEPAC). [Cód. 2025-01291]",SUB_BASE,True,SUB_BASE,sector_agricultura,Modificacion de bases: hereda SUB_BASE. Apicola PEPAC,True,resolución,"[""SUB_BASE""]","[""sector_agricultura""]",0.98,"La descripción menciona explícitamente la ""modificación de las bases reguladoras del procedimiento de concesión de las subvenciones"", lo que dispara la etiqueta SUB_BASE. No hay mención de convocatoria ni concesión en este acto específico.",212.494,
123,doe,"Resolución de 7 de diciembre de 2024, de la Secretaría General de Empleo, de concesión de ayudas solicitadas al amparo del Decreto 168/2022, de 30 de diciembre, por el que se establecen las bases reguladoras de las subvenciones para el fomento, consolidación y modernización del empleo autónomo en el ámbito de la Comunidad Autónoma de Extremadura y se aprueba la primera convocatoria de las ayudas de los Programas I, II, III y IV. (DOE de 14 de febrero de 2023. Núm. 31), modificado por el Decreto-ley 4/2023, de 12 de septiembre, por el que se aprueban medidas urgentes para reducir la carga tributaria soportada por los contribuyentes, se amplían las ayudas al acogimiento familiar, se incrementan las ayudas a los nuevos autónomos y se conceden ayudas directas a los productores de cerezas. (DOE núm. 178, de 15 de septiembre de 2023).",SUB_BASE,True,SUB_CON,sector_empleo,Resolucion de concesion al amparo de bases previas. Empleo autonomo,True,resolución,"[""SUB_CON"", ""SUB_CONV""]","[""sector_empleo""]",0.98,"El acto contiene tanto la ""concesión de ayudas"" (SUB_CON) como la apertura de una ""primera convocatoria de las ayudas"" (SUB_CONV).",248.784,
124,boe,"Orden CNU/161/2025, de 7 de febrero, por la que se aprueban las bases reguladoras para la concesión de ayudas públicas por el Centro para el Desarrollo Tecnológico y la Innovación, E.P.E., en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2024-2027.",SUB_BASE,True,SUB_BASE,sector_investigacion,Aprueba bases CDTI Plan Estatal I+D+i. No convoca,True,orden,"[""SUB_BASE""]","[""sector_investigacion""]",0.98,"El acto ""se aprueban las bases reguladoras"" indica la fase de establecimiento de normas.",197.795,
125,boc,"Orden IND/9/2025, de 5 de marzo, por la que se modifica la Orden EPS/3/2021, de 18 de marzo, por la que se establecen las bases reguladoras para la concesión de subvenciones destinadas a la inserción sociolaboral en empresas de inserción.",SUB_BASE,True,SUB_BASE,"sector_social, sector_empleo",Modifica bases insercion sociolaboral,True,orden,"[""SUB_BASE""]","[""sector_social"", ""sector_empleo""]",0.98,"El acto modifica las bases reguladoras (""se modifica la Orden... por la que se establecen las bases reguladoras""). Esto corresponde a la fase de aprobación/modificación de bases (SUB_BASE).",193.837,
126,doe,"Resolución de 27 de septiembre de 2024, de la Secretaría General de Empleo, de concesión de ayudas solicitadas al amparo del Decreto 168/2022, de 30 de diciembre, por el que se establecen las bases reguladoras de las subvenciones para el fomento, consolidación y modernización del empleo autónomo en el ámbito de la Comunidad Autónoma de Extremadura y se aprueba la primera convocatoria de las ayudas de los Programas I, II, III y IV. (DOE de 14 de febrero de 2023. Núm. 31).",SUB_BASE,True,SUB_CON,sector_empleo,Resolucion de concesion al amparo de bases previas. Empleo autonomo,True,resolución,"[""SUB_CON"", ""SUB_CONV""]","[""sector_empleo""]",0.98,"La descripción menciona explícitamente ""Resolución de... de concesión de ayudas"" (disparador de SUB_CON) y también que se ""aprueba la primera convocatoria de las ayudas"" (disparador de SUB_CONV).",218.789,
127,dog,"RESOLUCIÓN de 13 de enero de 2025 por la que se hacen públicas las subvenciones concedidas al amparo de la Resolución de 29 de diciembre de 2023 por la que se aprueban las bases reguladoras para la concesión de subvenciones, en régimen de concurrencia competitiva, para la ejecución de obras con el fin de minimizar las pérdidas de agua en entidades locales de la Comunidad Autónoma de Galicia, y se convocan para el año 2024, mediante tramitación anticipada de gasto (código de procedimiento AU301E).",SUB_BASE,True,SUB_CON,,Hace publicas subvenciones concedidas. Obras agua sin sector en taxonomia,True,resolución,"[""SUB_CON"", ""SUB_CONV""]","[""sector_agricultura""]",0.95,"El acto hace públicas las subvenciones concedidas (""se hacen públicas las subvenciones concedidas"") y además ""se convocan"" para el año 2024.",260.345,
0,docm,"Notificación de 24/01/2025, de la Delegación Provincial de Educación, Cultura y Deportes de Albacete, de acuerdos de inicio de reintegro de ayuda al estudio.",SUB_REV,True,SUB_REV,sector_educacion,Inicio reintegro ayuda al estudio,True,notificación,"[""SUB_REV""]","[""sector_educacion""]",0.95,"La descripción menciona explícitamente ""acuerdos de inicio de reintegro de ayuda al estudio"", lo cual corresponde a la fase de reintegro (SUB_REV).",200.452,
1,bocm,"Concesión subvenciones
– Orden de 27 de diciembre de 2024, de la Consejería de Vivienda, Transportes e Infraestructuras, por la que se declara la pérdida del derecho al cobro a los beneficiarios de las subvenciones al alquiler de vivienda en la Comunidad de Madrid convocadas para el año 2022 mediante Orden 3608/2022, de 19 de octubre de 2022",SUB_REV,True,SUB_REV,sector_vivienda,Perdida derecho al cobro subvenciones alquiler,True,orden,"[""SUB_REV""]","[""sector_vivienda""]",0.95,"El acto se refiere a la ""pérdida del derecho al cobro a los beneficiarios de las subvenciones"", lo que corresponde a un reintegro o revocación (SUB_REV).",220.161,
24,dog,ANUNCIO de la convocatoria y bases reguladoras de la oferta de empleo público extraordinaria para estabilizar el empleo temporal del año 2024.,MULTILABEL_BC,False,,,Oferta de empleo publico estabilizacion: RRHH B5 no subvencion,False,,,,,,323.884,UnexpectedModelBehavior
25,dogc,"Anuncio sobre publicación de las bases reguladoras y las convocatorias para la selección de plazas de personal funcionario de carrera, incluidas en la oferta pública de empleo para el año 2023 (exp. 427/2025, 444/2025 y 609/2025)",NEGATIVO_RRHH,False,,,Seleccion plazas funcionario: RRHH,False,,,,,,305.884,UnexpectedModelBehavior
26,dogc,"Edicto relativo a las bases reguladoras del proceso de selección mediante concurso-oposición para cubrir con carácter interino el puesto de trabajo de secretaría de clase tercera, subescala de secretaría-intervención, y constitución de una bolsa de trabajo del Ayuntamiento de Sudanell",NEGATIVO_RRHH,False,,,Bases proceso seleccion secretaria interina: RRHH,False,,,,,,216.661,UnexpectedModelBehavior
27,dogc,"Edicto por el que se hace pública la aprobación de la convocatoria y bases reguladoras del proceso de selección para incorporar a un/a técnico/a auxiliar para llevar a cabo el Proyecto de implementación de las acciones para certificar Viladecans como ciudad residuo cero, y la creación de la correspondiente bolsa de trabajo del Ayuntamiento de Viladecans",NEGATIVO_RRHH,False,,,Bases seleccion tecnico y bolsa trabajo: RRHH,False,,,,,,298.627,UnexpectedModelBehavior
28,dogc,"Anuncio sobre aprobación de la convocatoria y de las bases reguladoras para la cobertura definitiva de una plaza de técnico/a de ciudadanía, y constitución de una bolsa de trabajo",NEGATIVO_RRHH,False,,,Bases cobertura plaza tecnico y bolsa: RRHH,False,,,,,,245.184,UnexpectedModelBehavior
29,dogc,"Anuncio por el que se hace pública la aprobación de las bases reguladoras del proceso de selección, mediante el sistema de concurso-oposición, para cubrir una plaza de psicólogo juvenil, y la constitución de una bolsa de trabajo",NEGATIVO_RRHH,False,,,Bases concurso-oposicion psicologo y bolsa: RRHH,False,,,,,,382.619,UnexpectedModelBehavior
30,dogc,"Edicto sobre aprobación de las bases reguladoras y la convocatoria que regirán el proceso selectivo para la creación de una bolsa de trabajo de funcionario interino para la ejecución de un programa de carácter temporal de técnico/a medio/a por el Plan educativo de entorno, grupo A, subgrupo A2 (X2024002739)",NEGATIVO_RRHH,False,,,Bases proceso selectivo bolsa trabajo: RRHH,False,,,,,,234.524,UnexpectedModelBehavior
31,dogc,Edicto sobre aprobación de las bases reguladoras del procedimiento de selección para la creación de una bolsa de trabajo de técnicos/as de empleo en el Ayuntamiento de Banyoles,NEGATIVO_RRHH,False,,,Bases bolsa tecnicos de empleo: RRHH,False,,,,,,313.427,UnexpectedModelBehavior
32,boja,"Anuncio de 10 de diciembre de 2024, del Ayuntamiento de Zalamea la Real, de las bases reguladoras y convocatoria del procedimiento de selección para la provisión, mediante funcionarios de carrera, de las dos plazas de personal administrativo incluidas en la Oferta de Empleo Público del ejercicio 2022. (PP. 10232/2024).",NEGATIVO_RRHH,False,,,Bases provision plazas OEP: RRHH,False,,,,,,272.125,UnexpectedModelBehavior
33,dogc,"Anuncio relativo a la convocatoria y las bases reguladoras del proceso selectivo para la cobertura definitiva de una plaza de técnico/a medio/a de gestión de administración general, de la escala de administración general, subescala técnica, grupo A, subgrupo A2, de la plantilla de personal funcionario del Ayuntamiento de Parets del Vallès, de acceso libre, y constitución de una bolsa de trabajo (exp. 2845/2024)",NEGATIVO_RRHH,False,,,Bases proceso selectivo plaza tecnico y bolsa: RRHH,False,,,,,,310.36,UnexpectedModelBehavior
34,dogc,"Anuncio sobre aprobación de las bases reguladoras para la convocatoria del proceso de selección para cubrir un puesto de técnico/a de gestión administrativa, adscrito a la Secretaría del Ayuntamiento de Sant Andreu de Llavaneres, subgrupo A2, en régimen de personal funcionario de carrera, mediante concurso-oposición en turno de promoción interna",NEGATIVO_RRHH,False,,,Bases seleccion tecnico promocion interna: RRHH,False,,,,,,315.91,UnexpectedModelBehavior
35,dogc,Anuncio sobre aprobación de las bases reguladoras y la convocatoria del proceso selectivo del puesto de trabajo de técnico/a auxiliar de Recursos Humanos,NEGATIVO_RRHH,False,,,Bases proceso selectivo tecnico auxiliar RRHH,False,,,,,,293.596,UnexpectedModelBehavior
36,dogc,"Anuncio relativo a la aprobación de las bases reguladoras del proceso de selección para cubrir dos plazas de agente de la Guardia Municipal, funcionarios de carrera, y la creación de una bolsa de trabajo de agentes funcionarios interinos, por turno libre, por el sistema de concurso-oposición",NEGATIVO_RRHH,False,,,Bases plazas Guardia Municipal y bolsa: RRHH,False,,,,,,315.751,UnexpectedModelBehavior
37,dogc,"Resolución ISP/498/2025, de 18 de febrero, por la que se abre la convocatoria para formar parte de la bolsa de trabajo de personal interino de las policías locales de Cataluña y se aprueban sus bases reguladoras",NEGATIVO_RRHH,False,,,Convocatoria bolsa policias locales y bases: RRHH,False,,,,,,72.1,UnexpectedModelBehavior
38,boc,"Bases reguladoras y convocatoria del procedimiento selectivo para la creación de una bolsa de trabajo temporal de Administrativos para atender las necesidades temporales y de interinidad, mediante sistema de concurso-oposición. Expediente 774/2024.",NEGATIVO_RRHH,False,,,Bases bolsa administrativos interinos: RRHH,False,,,,,,47.983,UnexpectedModelBehavior
39,bocyl,"ACUERDO de 28 de enero de 2025, de la Junta de Gobierno Local del Ayuntamiento de San Andrés del Rabanedo (León), por el que se aprueban las bases reguladoras del proceso selectivo para la provisión, mediante el sistema de concurso de méritos, de 1 plaza de Arquitecto/a Superior, dentro del proceso de estabilización de empleo temporal aprobado por la Ley 20/2021, de 28 de diciembre.",NEGATIVO_RRHH,False,,,Bases proceso selectivo arquitecto estabilizacion: RRHH,False,,,,,,48.776,UnexpectedModelBehavior
53,boja,"Anuncio de 27 de febrero de 2025, del Ayuntamiento de Martos, de extracto de las bases reguladoras que han de regir la convocatoria y proceso de selección para la provisión de varias plazas de personal laboral fijo y funcionario: 2 plazas de Limpiador/as a tiempo parcial (71/43%) (laboral), 1 plaza de Agente de Igualdad (laboral) y 1 plaza de Ordenanza con reserva turno con discapacidad, (funcionario), en el Ayuntamiento de Martos. (PP. 433/2025).",SUB_CONV,False,,,Extracto de bases de seleccion de plazas: RRHH no subvencion,False,,,,,,69.68,UnexpectedModelBehavior
69,dogc,"Anuncio sobre extracto de la convocatoria del proceso selectivo para el acceso, mediante concurso-oposición libre, de un/a profesor/a integrador/a, grupo A, subgrupo A2",SUB_CONV,False,,,Extracto convocatoria proceso selectivo profesor: RRHH,False,,,,,,52.67,UnexpectedModelBehavior
72,bopa,"Extracto de la Resolución de 12 de marzo de 2025, de la Vicerrectora de Investigación de la Universidad de Oviedo, para la contratación de personal investigador y técnico de apoyo, según artículo 23.bis de la Ley 14/2011, de la Ciencia, la Tecnología y la Innovación (marzo-2025). [Cód. 2025-02021]",SUB_CONV,False,,,Contratacion personal investigador: proceso de empleo aunque publique extracto BDNS. Frontera RRHH,False,,,,,,77.153,UnexpectedModelBehavior
116,boib,Bases reguladoras de la convocatoria y realización de las pruebas de aptitud para la obtención del permiso local de conductor 2025,SUB_BASE,False,,,Bases de pruebas de aptitud permiso conductor: no es ayuda,False,,,,,,51.956,UnexpectedModelBehavior
120,boja,"Resolución de 25 de febrero de 2025, de la Universidad Pablo de Olavide, por la que se establecen las bases reguladoras para la contratación laboral prevista en la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación, y se convoca a concurso público un contrato de actividades científico-técnicas.",SUB_BASE,False,,,Bases y concurso para contratacion laboral Ley Ciencia: empleo no subvencion. Frontera RRHH,False,,,,,,67.754,UnexpectedModelBehavior
128,dogc,Anuncio sobre publicación de las bases reguladoras y la convocatoria del proceso de selección por promoción interna de una plaza determinada incluida en la oferta pública de empleo del año 2025,SUB_BASE,False,,,Bases y convocatoria proceso seleccion promocion interna: RRHH,False,,,,,,62.166,UnexpectedModelBehavior
129,dogv,"ORDEN 3/2025, de 10 de febrero, de la Conselleria de Educación, Cultura, Universidades y Empleo, por la que se derogan sesenta y cuatro órdenes de bases reguladoras de subvenciones de este departamento.",SUB_BASE,True,SUB_BASE,,Derogacion masiva de ordenes de bases: acto sobre bases,True,orden,"[""SUB_BASE""]",[],0.98,"La descripción indica explícitamente la derogación de bases reguladoras mediante el fragmento ""por la que se derogan sesenta y cuatro órdenes de bases reguladoras de subvenciones"".",46.659,
130,dogc,Anuncio relativo a las bases reguladoras del procedimiento de promoción de cuatro plazas vacantes de cabo de la Policía Local,SUB_BASE,False,,,Bases promocion plazas Policia Local: RRHH,False,,,,,,46.354,UnexpectedModelBehavior
131,dog,"RESOLUCIÓN de 9 de enero de 2025, de la Dirección General de Cultura, por la que se regulan las condiciones para la participación en la plataforma de novedades editoriales a que hace referencia la Orden de 16 de diciembre  de 2024 por la que se establecen las bases reguladoras de las ayudas a entidades locales de Galicia titulares de bibliotecas públicas y/o agencias de lectura, integradas en la Red de bibliotecas públicas de Galicia (código de procedimiento CT235A).",SUB_BASE,True,SUB_BASE,sector_cultura,Regula condiciones complementarias de bases de ayudas bibliotecas,True,resolución,"[""SUB_CONV""]","[""sector_cultura""]",0.9,"El acto se refiere a la regulación de condiciones para participar en ayudas (""ayudas a entidades locales...""), lo que implica la gestión o convocatoria de dichas ayudas.",54.403,
132,dog,"EXTRACTO de la Resolución de 7 de febrero de 2025 por la que se establecen las bases reguladoras para la concesión, en régimen de concurrencia no competitiva, de las subvenciones a ayuntamientos de hasta 10.000 habitantes para actuaciones de mejora de las infraestructuras turísticas, y se anuncia su convocatoria para el año 2025 (código de procedimiento TU503D).",SUB_BASE,True,SUB_CONV,sector_industria,Extracto BDNS aunque apruebe bases. Infraestructuras turisticas. Turismo anotado como industria,True,extracto,"[""SUB_CONV""]","[""sector_cultura""]",1.0,"La descripción comienza con ""EXTRACTO de la Resolución..."" y menciona que se anuncia su convocatoria para el año 2025. Por regla crítica 1, un extracto siempre lleva la fase SUB_CONV.",55.219,
133,doe,"Anuncio de 4 de febrero de 2025 por el que se da publicidad de las Comunidades de Regantes beneficiarias de las ayudas acogidas a la Orden de 29 de mayo de 2020 por la que se establecen las bases reguladoras de ayudas para la mejora de la eficiencia energética en las Comunidades de Regantes de Extremadura, para el año 2022.",SUB_BASE,True,SUB_CON,"sector_agricultura, sector_renovable",Publicidad beneficiarios: fase concesion. Regantes eficiencia energetica,True,anuncio,"[""SUB_CON""]","[""sector_agricultura""]",0.95,"El texto anuncia la publicidad de las ayudas concedidas (""se da publicidad de las Comunidades de Regantes beneficiarias de las ayudas""). Esto corresponde a la fase de concesión o publicación de lo concedido (SUB_CON).",52.474,
134,dog,"EXTRACTO de la Resolución de 11 de febrero de 2025 por la que se aprueban las bases reguladoras para la concesión de subvenciones a las entidades locales, en régimen de concurrencia no competitiva, destinadas a la realización de auditorías de las redes de saneamiento para la detección de infiltraciones, y se convocan para el año 2025 (código de procedimiento AU301D).",SUB_BASE,True,SUB_CONV,,Extracto BDNS aunque apruebe bases. Auditorias saneamiento sin sector,True,extracto,"[""SUB_CONV""]","[""sector_agricultura""]",0.98,"El texto es un ""EXTRACTO"" y menciona la convocatoria de subvenciones (""se convocan para el año 2025""). Por regla crítica 1, cualquier extracto debe clasificarse como SUB_CONV.",85.713,
135,boe,"Anuncio de licitación de: Dirección Provincial del Ministerio de Educación y Formación Profesional en Melilla. Objeto: Limpieza de 6 Centros Educativos dependientes del Ministerio de Educación, Formación Profesional y Deportes en la Ciudad de Melilla. Expediente: 2024/003.",NEGATIVO,False,,,Licitacion contrato limpieza: contratacion publica,False,anuncio,[],[],1.0,"La descripción trata sobre una ""licitación de..."" para servicios de limpieza, lo cual es un proceso de contratación pública y no se considera subvención o ayuda económica.",48.302,
136,dogc,"Edicto sobre publicación en el BOPB de la convocatoria y las bases que deberán regir el proceso de selección para la creación de una bolsa de trabajo de auxiliares administrativos mediante el procedimiento de concurso-oposición, grupo C2 (código 2025/4, exp. 2025/94)",NEGATIVO,False,,,Bolsa de trabajo: RRHH,False,,,,,,61.946,UnexpectedModelBehavior
137,boib,Nombramiento de personal funcionario de carrera,NEGATIVO,False,,,Nombramiento funcionario: RRHH,False,otros,[],[],0.98,"El texto describe un ""Nombramiento de personal funcionario de carrera"", lo cual cae en la categoría de procesos selectivos o contratación laboral y no es relevante para el dominio de subvenciones y ayudas públicas.",37.767,
138,docm,"Resolución de 16/01/2025, de la Gerencia de Atención Integrada de Guadalajara, por la que se aprueba la convocatoria para la provisión de la Jefatura de Servicio de Hematología y Hemoterapia.",NEGATIVO,False,,,Provision jefatura de servicio: RRHH,False,,,,,,51.341,UnexpectedModelBehavior
139,boe,"Orden ECM/1524/2024, de 26 de diciembre, de autorización administrativa a MGC Insurance, Mutua de Seguros y Reaseguros a Prima Fija, para ampliar la actividad aseguradora al ramo de otros daños a los bienes.",NEGATIVO,False,,,Autorizacion administrativa aseguradora,False,,,,,,48.023,UnexpectedModelBehavior
140,bocm,"Formalización contrato
– Resolución de 25 de febrero de 2025, del Consejero Delegado de la Agencia de Contratación Sanitaria de la Comunidad de Madrid, por la que se hace pública la formalización del contrato «Suministro de sondas vesicales, sondas rectales, equipos de control fecal, sistemas de irrigación anal, sistemas de irrigación para enemas, bolsas colectoras de orina, urinómetros, rácord, tapón, sistemas de irrigación doble “y” sin cámara, sistemas de irrigación doble “y” con cámara, sistema de irrigación simple, apósitos sujeción de sondas, perchas y colectores masculinos de orina, para todos los Centros dependientes del SERMAS, a adjudicar por procedimiento abierto mediante pluralidad de criterios (122 lotes)»",NEGATIVO,False,,,Formalizacion de contrato: contratacion publica,False,,,,,,111.375,UnexpectedModelBehavior
141,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico y licencia de obra, promovida por «Asteo Red Neutra, S.L.», para la interconexión de fibra óptica entre Villaespasa y Cascajares de la Sierra, en el término municipal de Hortigüela (Burgos). Expte.: 25/2025.",NEGATIVO,False,,,Uso excepcional suelo rustico: dominio B2,False,,,,,,75.085,UnexpectedModelBehavior
142,bon,SUBASTA de bien inmueble en Sesma.,NEGATIVO,False,,,Subasta de inmueble,False,,,,,,47.353,UnexpectedModelBehavior
143,dogv,"RESOLUCIÓN de 31 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que  se formula informe de impacto ambiental del Proyecto de sondeo para captación de aguas subterráneas, parcela 227, del polígono 31, partida Alto del Roig, del término municipal de Chiva (València). Expediente: (3618895) 237/2024/AIA.",NEGATIVO,False,,,Informe impacto ambiental sondeo: dominio B0/B1,False,,,,,,64.586,UnexpectedModelBehavior
144,boc,"Aprobación inicial y exposición pública del presupuesto general de 2025, plantilla de personal, bases de ejecución y resto de Anexos de necesaria incorporación.",NEGATIVO,False,,,Presupuesto general y plantilla,False,,,,,,75.231,UnexpectedModelBehavior
145,bon,Recaudación ejecutiva Acto que se notifica: Providencia de apremioReferencia: A010000/00044/2024,NEGATIVO,False,,,Recaudacion ejecutiva apremio,True,notificación,"[""SUB_REV""]",[],0.95,"El acto es una ""Providencia de apremio"" que gestiona la recuperación económica de ayudas previamente otorgadas, lo cual se cataloga como un proceso de reintegro o revisión de fondos ya concedidos.",50.841,
146,dogc,Anuncio sobre aceptación de revocación y delegación de competencias,NEGATIVO,False,,,Revocacion de delegacion de competencias: no es revocacion de ayuda,False,,,,,,65.952,UnexpectedModelBehavior
147,bor,"Aprobación definitiva de la modificación de la ordenanza fiscal número 7 reguladora del impuesto de instalaciones, construcciones y obras",NEGATIVO,False,,,Ordenanza fiscal ICIO,False,,,,,,58.325,UnexpectedModelBehavior
148,dogc,Edicto sobre aprobación inicial del Proyecto de obras de mejora del suministro de agua potable en la zona hotelera de Calella,NEGATIVO,False,,,Proyecto de obras agua potable: dominio B1,False,,,,,,54.186,UnexpectedModelBehavior
149,dogv,"RESOLUCIÓN de 14 de marzo de 2025, de la Dirección General de Personal, por la que se publica la resolución definitiva con indicación de los destinos adjudicados del concurso de traslados para la provisión de plazas básicas vacantes de trabajador o trabajadora social de instituciones sanitarias dependientes de la Conselleria de Sanidad.",NEGATIVO,False,,,Concurso de traslados: RRHH,False,,,,,,65.431,UnexpectedModelBehavior
